gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2142,3520,2055,2911,58.0,401,401,1438,2105,1864,1880,2065,1629,1632,870,2527,927,45.0,2689.35,0
2142,3520,2157,2911,50.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,870,1685,927,64.622374368519,5791.1,0
2070,3520,2055,2911,10.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,20.55,252.75,0
2142,3520,2157,2911,10.0,3811,2011,1438,1200,1864,1880,1240,1629,1673,2345,1685,891,62.25,612.95,0
2070,3520,2157,2911,24.0,3811,1800,1867,2105,1864,1425,2065,1629,1673,2345,2527,927,88.95,2072.75,0
2070,3520,2055,1301,54.0,3811,1800,1438,2105,1441,1425,2065,1676,1673,997,2527,891,59.8,3246.45,0
2142,3520,2055,2911,71.0,3811,2011,1867,2105,1441,1425,1240,1629,1632,997,2527,1432,105.25,7291.75,0
2142,3520,2055,1301,70.0,3811,2011,1867,2105,1441,1425,1240,1629,1632,870,2527,1432,106.15,7475.1,0
2142,692,2055,1301,71.0,3811,1800,1438,2105,1441,1425,1240,1676,1632,870,2527,891,72.9,5139.65,0
2142,3520,2055,2911,72.0,3811,1800,1438,1200,1441,1425,1240,1676,1673,997,1685,962,68.15,4808.7,0
2142,3520,2055,2911,33.0,3811,1800,1867,2105,1441,1425,2065,1676,1632,2345,2527,1432,93.35,3092,0
2070,692,2055,2911,8.0,3811,1800,1867,2105,1864,1880,2065,1676,1632,2345,2527,1432,84.0,613.4,1
2070,3520,2055,2911,66.0,3811,1800,1438,1200,1441,1425,2065,1676,1673,997,1685,891,66.9,4370.25,0
2070,3520,2055,2911,40.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,19.1,780.1,0
2142,3520,2055,2911,71.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,1685,891,90.55,6404,0
2142,692,2157,2911,20.0,3811,1800,1867,2105,1864,1880,2065,1629,1673,2345,2527,1432,84.35,1745.2,0
2142,3520,2157,2911,16.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,19.7,342.4,1
2070,3520,2055,1301,66.0,3811,1800,1438,1200,1441,1425,2065,1676,1673,2345,2527,891,64.622374368519,4508.65,0
2070,3520,2157,2911,1.0,3811,1800,1867,2105,1864,1880,2065,1676,1632,2345,2527,1432,64.622374368519,85,1
2070,3520,2055,2911,71.0,3811,1800,1867,1200,1441,1880,2065,1629,1673,870,1685,962,95.65,6856.95,0
2142,3520,2055,1301,51.0,3811,1800,1867,1200,1441,1880,1240,1629,1632,870,1685,927,64.622374368519,5686.4,0
2142,3520,2055,1301,15.0,3811,2011,1438,2105,1441,1425,1240,1676,1632,2345,2527,962,64.622374368519,1071.4,0
2070,3520,2055,1301,35.0,401,401,1438,2105,1864,1880,1240,1629,1673,870,1685,962,40.9,1383.6,0
2070,3520,2157,1301,14.0,3811,2011,1438,2105,1864,1425,2065,1629,1673,2345,2527,927,59.8,824.85,0
2142,692,2157,2911,15.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,927,74.2,1133.9,1
2142,3520,2157,1301,22.0,3811,2011,907,907,907,907,907,907,907,2345,1685,927,20.15,432.5,0
2070,3520,2055,1301,39.0,3811,2011,907,907,907,907,907,907,907,997,2527,891,19.85,854.8,0
2070,3520,2055,1301,70.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,997,2527,927,115.15,8250,0
2142,692,2055,2911,70.0,3811,2011,1867,1200,1441,1425,2065,1629,1632,997,1685,927,105.35,7511.9,0
2142,692,2055,2911,45.0,3811,1800,907,907,907,907,907,907,907,870,1685,927,24.7,1174.35,0
2070,3520,2055,2911,30.0,3811,2011,907,907,907,907,907,907,907,2345,1685,891,19.65,655.85,1
2142,3520,2157,2911,9.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,95.5,829.1,1
2142,692,2157,2911,47.0,3811,1800,1438,2105,1441,1880,1240,1676,1673,997,1685,891,64.622374368519,2754,0
2142,3520,2055,2911,71.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,997,2527,1432,116.25,8564.75,0
2142,3520,2055,2911,51.0,3811,1800,1867,1200,1864,1425,1240,1629,1632,870,2527,1432,111.55,5720.35,0
2142,3520,2157,2911,1.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,64.622374368519,75.1,0
2142,3520,2157,1301,7.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,19.45,136.75,0
2142,3520,2055,1301,4.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,18.85,84.2,0
2142,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.55,19.55,0
2142,3520,2055,1301,17.0,3811,2011,1867,2105,1864,1880,2065,1629,1673,2345,1685,1432,80.85,1400.85,1
2070,3520,2157,2911,10.0,3811,2011,1438,2105,1441,1880,1240,1676,1632,870,1685,962,64.9,685.55,0
2142,3520,2157,2911,12.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,20.45,255.35,0
2070,3520,2157,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,69.2,69.2,1
2070,3520,2055,2911,55.0,3811,1800,1867,2105,1864,1425,2065,1676,1673,2345,2527,1432,77.75,4458.15,1
2070,692,2157,2911,26.0,3811,2011,1867,1200,1864,1880,2065,1629,1673,2345,2527,927,85.8,2193.65,0
2142,3520,2157,2911,33.0,401,401,1438,2105,1441,1880,2065,1629,1673,870,2527,1432,39.1,1309,0
2070,3520,2055,1301,54.0,3811,1800,907,907,907,907,907,907,907,870,2527,891,24.75,1342.15,0
2070,3520,2055,1301,59.0,3811,1800,1438,1200,1441,1880,1240,1676,1673,870,1685,962,65.5,3801.3,0
2070,3520,2055,1301,1.0,3811,2011,1438,2105,1864,1425,2065,1676,1673,2345,1685,962,50.45,50.45,1
2142,3520,2157,2911,7.0,3811,1800,907,907,907,907,907,907,907,2345,1685,962,23.5,173,0
2142,3520,2055,1301,24.0,3811,1800,907,907,907,907,907,907,907,997,1685,962,24.2,609.05,0
2070,3520,2157,2911,22.0,3811,2011,907,907,907,907,907,907,907,870,1685,891,20.85,450.65,0
2142,692,2055,2911,66.0,3811,1800,1867,2105,1441,1425,1240,1629,1632,870,2527,891,107.35,7051.95,0
2070,3520,2157,2911,13.0,3811,1800,1867,2105,1864,1880,2065,1676,1632,2345,2527,1432,84.6,1115.2,1
2070,3520,2055,1301,67.0,3811,1800,1867,2105,1864,1425,1240,1629,1632,997,2527,891,105.65,6717.9,0
2070,3520,2055,1301,41.0,3811,1800,1867,1200,1441,1880,2065,1629,1673,2345,2527,891,94.3,3893.6,0
2142,3520,2055,2911,72.0,3811,1800,1438,2105,1441,1425,1240,1629,1632,997,2527,891,64.622374368519,6316.2,0
2142,3520,2055,1301,57.0,3811,2011,1438,1200,1441,1880,1240,1676,1673,870,1685,962,59.6,3509.4,0
2142,3520,2055,1301,72.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,997,2527,1432,114.0,8093.15,0
2142,692,2157,2911,21.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,2345,2527,1432,104.35,2271.85,0
2142,3520,2157,2911,30.0,3811,2011,1438,1200,1864,1425,2065,1676,1673,997,2527,962,55.65,1653.85,0
2070,3520,2055,2911,10.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,20.1,184.4,0
2142,3520,2157,2911,20.0,401,401,1438,1200,1441,1425,1240,1629,1673,2345,2527,927,55.0,1165.55,0
2070,692,2055,1301,70.0,3811,1800,1867,2105,1441,1425,1240,1629,1632,870,2527,1432,107.9,7475.85,0
2142,3520,2055,1301,7.0,3811,2011,1867,2105,1441,1880,1240,1629,1673,2345,2527,1432,89.75,608.8,1
2070,3520,2055,2911,64.0,401,401,1438,1200,1864,1425,1240,1676,1632,997,1685,1432,47.85,3147.5,1
2142,3520,2157,2911,4.0,3811,2011,1438,2105,1864,1880,2065,1676,1632,2345,2527,1432,55.9,238.5,0
2070,3520,2157,2911,12.0,3811,2011,1867,1200,1864,1880,1240,1629,1632,2345,2527,891,98.9,1120.95,1
2070,3520,2157,2911,13.0,401,401,1438,2105,1441,1880,2065,1676,1673,2345,1685,1432,29.15,357.15,0
2142,692,2157,2911,71.0,401,401,1438,1200,1441,1880,2065,1629,1632,870,2527,1432,64.622374368519,3985.35,0
2070,3520,2055,2911,71.0,3811,1800,907,907,907,907,907,907,907,997,1685,891,25.0,1753,0
2142,3520,2055,1301,67.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,870,2527,1432,64.622374368519,6989.45,0
2070,3520,2157,2911,13.0,3811,1800,1867,2105,1441,1425,2065,1676,1673,2345,2527,1432,84.45,1058.6,1
2070,3520,2055,1301,45.0,3811,1800,907,907,907,907,907,907,907,997,2527,891,24.65,1138.8,0
2142,3520,2055,1301,47.0,3811,1800,1438,2105,1441,1880,2065,1676,1673,2345,1685,1432,54.25,2538.2,0
2142,3520,2055,1301,68.0,3811,1800,1867,1200,1441,1425,2065,1629,1632,997,2527,1432,110.2,7467.5,0
2142,3520,2157,2911,11.0,3811,2011,1867,2105,1441,1880,2065,1676,1673,2345,2527,1432,74.55,824.75,1
2070,3520,2157,2911,16.0,3811,1800,1867,2105,1441,1425,2065,1676,1632,2345,2527,927,95.6,1555.65,1
2070,3520,2157,2911,10.0,401,401,1438,2105,1441,1880,1240,1676,1673,2345,1685,1432,36.25,374,0
2142,3520,2055,2911,32.0,3811,1800,1438,1200,1864,1880,1240,1629,1673,870,2527,927,72.8,2333.05,0
2142,692,2055,1301,10.0,401,401,1438,2105,1864,1880,2065,1676,1632,2345,2527,891,64.622374368519,362.6,0
2070,692,2157,2911,40.0,3811,1800,1867,2105,1864,1425,1240,1629,1632,870,2527,927,64.622374368519,4188.4,0
2070,3520,2055,1301,53.0,3811,2011,1438,2105,1864,1425,2065,1676,1632,870,1685,927,60.6,3297,0
2070,3520,2157,2911,3.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,19.6,59.75,1
2142,3520,2157,2911,45.0,3811,2011,1438,1200,1864,1880,2065,1676,1673,2345,2527,891,50.9,2298.55,0
2142,3520,2157,2911,46.0,3811,2011,907,907,907,907,907,907,907,997,1685,927,19.2,908.15,0
2142,3520,2157,2911,24.0,3811,1800,1867,2105,1441,1425,2065,1676,1673,2345,2527,891,84.85,2048.8,0
2070,3520,2055,1301,40.0,401,401,1438,2105,1441,1880,2065,1629,1632,2345,2527,1432,50.85,2036.55,0
2142,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,19.5,19.5,0
2142,3520,2055,2911,63.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,2345,2527,1432,64.622374368519,6603,1
2070,3520,2055,1301,6.0,3811,2011,1438,2105,1864,1880,2065,1629,1673,2345,1685,1432,54.85,355.1,0
2142,3520,2157,2911,5.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,64.622374368519,113.85,1
2142,3520,2157,2911,5.0,3811,1800,1438,2105,1864,1880,2065,1676,1673,2345,1685,1432,47.15,223.15,1
2070,3520,2157,2911,16.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,1685,1432,72.65,1194.3,1
2142,3520,2055,1301,66.0,3811,2011,1438,1200,1441,1425,1240,1676,1673,997,1685,962,65.85,4097.05,0
2070,3520,2055,2911,55.0,3811,1800,1438,1200,1441,1880,1240,1676,1673,870,2527,927,66.05,3462.1,0
2070,3520,2157,2911,36.0,3811,2011,1438,1200,1441,1425,1240,1676,1632,870,2527,962,75.55,2680.15,0
2142,3520,2055,2911,15.0,3811,1800,1867,2105,1864,1425,2065,1629,1632,2345,2527,1432,101.1,1504.05,1
2142,3520,2055,1301,72.0,3811,2011,1438,1200,1864,1425,1240,1629,1632,997,2527,1432,80.8,5728.55,0
2070,3520,2055,2911,71.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,1685,891,87.95,6365.35,0
2142,3520,2157,1301,9.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,20.4,184.1,0
2142,3520,2157,2911,40.0,3811,2011,1438,1200,1441,1880,1240,1676,1673,2345,2527,962,61.9,2647.1,0
2070,3520,2055,1301,69.0,3811,2011,907,907,907,907,907,907,907,997,1685,891,20.15,1337.5,0
2142,3520,2157,2911,58.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,870,2527,891,103.25,6017.65,1
2070,3520,2157,1301,22.0,3811,1800,1867,2105,1864,1880,2065,1676,1632,2345,2527,1432,84.75,1816.75,0
2142,3520,2055,1301,60.0,3811,1800,1867,1200,1864,1425,2065,1629,1673,870,2527,891,64.622374368519,5812,0
2070,3520,2157,2911,1.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,1685,891,44.15,44.15,0
2070,3520,2055,2911,37.0,3811,1800,1867,2105,1864,1425,2065,1629,1632,2345,2527,1432,99.5,3762,1
2142,692,2157,2911,6.0,3811,2011,1867,2105,1864,1880,2065,1629,1673,2345,2527,1432,79.7,497.6,0
2142,3520,2157,2911,10.0,401,401,1438,2105,1441,1880,1240,1676,1673,2345,1685,1432,35.75,389.8,0
2142,3520,2055,1301,24.0,3811,1800,1438,1200,1864,1880,2065,1676,1673,2345,1685,1432,54.75,1338.15,1
2070,3520,2055,1301,41.0,3811,2011,907,907,907,907,907,907,907,997,1685,891,19.7,804.25,0
2070,3520,2157,2911,9.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,1685,1432,64.622374368519,857.25,1
2142,692,2055,2911,72.0,3811,1800,1867,1200,1441,1425,1240,1676,1673,997,2527,891,93.05,6735.05,0
2142,3520,2055,1301,1.0,401,401,1438,2105,1441,1880,2065,1676,1673,2345,1685,1432,64.622374368519,30.2,1
2070,3520,2055,1301,23.0,3811,1800,907,907,907,907,907,907,907,997,1685,962,23.85,625.65,0
2142,692,2157,2911,23.0,401,401,1438,2105,1864,1880,2065,1676,1632,2345,2527,891,34.65,768.45,0
2070,3520,2055,2911,35.0,3811,2011,1438,1200,1864,1880,2065,1629,1673,870,2527,891,64.622374368519,2215.45,0
2070,3520,2055,1301,65.0,3811,1800,1438,1200,1441,1880,1240,1629,1632,997,2527,891,82.5,5215.1,0
2070,3520,2055,1301,13.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,19.55,265.3,0
2142,3520,2055,2911,68.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,2527,927,90.8,6302.85,0
2142,3520,2055,1301,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.2,19.2,0
2070,3520,2157,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1676,1632,2345,1685,927,80.15,80.15,1
2070,3520,2157,2911,1.0,3811,2011,1438,2105,1864,1425,1240,1629,1632,870,1685,927,74.1,74.1,0
2070,3520,2055,1301,72.0,3811,1800,907,907,907,907,907,907,907,997,1685,891,25.2,1787.35,0
2070,3520,2157,1301,19.0,3811,1800,1438,1200,1441,1880,1240,1629,1673,2345,2527,962,75.9,1375.6,0
2070,3520,2055,1301,25.0,3811,2011,907,907,907,907,907,907,907,997,2527,962,18.7,383.65,0
2142,3520,2157,2911,7.0,3811,2011,1867,1200,1864,1880,2065,1676,1673,2345,1685,962,74.35,533.6,0
2142,3520,2157,2911,6.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,19.15,124.4,0
2070,3520,2157,2911,1.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,2527,962,44.0,44,0
2142,3520,2055,2911,66.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,2345,2527,927,105.0,7133.25,1
2070,3520,2055,1301,8.0,3811,2011,907,907,907,907,907,907,907,2345,1685,927,21.05,139.75,0
2070,3520,2157,2911,29.0,3811,1800,1438,2105,1441,1880,2065,1676,1673,870,2527,1432,55.25,1620.2,0
2142,3520,2055,2911,50.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,20.55,1067.65,0
2142,3520,2157,2911,4.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,19.95,68.2,0
2070,3520,2055,1301,23.0,3811,2011,907,907,907,907,907,907,907,997,2527,962,19.65,451.55,0
2070,3520,2157,2911,12.0,3811,1800,1867,2105,1864,1880,1240,1676,1673,2345,2527,927,79.55,958.25,0
2142,3520,2157,2911,1.0,3811,2011,1438,2105,1864,1880,2065,1629,1632,2345,2527,962,62.8,62.8,0
2070,3520,2157,2911,6.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,64.622374368519,112.75,0
2070,3520,2157,1301,51.0,401,401,1438,1200,1864,1425,1240,1629,1632,870,1685,891,60.15,3077,0
2142,3520,2157,2911,72.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,1685,891,86.65,6224.8,0
2070,3520,2055,2911,67.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,870,2527,891,105.7,6816.95,0
2142,3520,2157,2911,25.0,3811,2011,907,907,907,907,907,907,907,997,2527,962,20.75,499.4,0
2142,3520,2157,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,89.9,89.9,1
2070,3520,2157,2911,19.0,401,401,1438,2105,1864,1880,2065,1629,1632,870,2527,927,44.85,893.55,1
2142,3520,2055,2911,47.0,3811,1800,907,907,907,907,907,907,907,2345,1685,1432,25.4,1139.2,0
2142,3520,2157,2911,1.0,3811,2011,1438,2105,1864,1880,2065,1676,1632,2345,1685,962,55.55,55.55,0
2070,3520,2157,2911,2.0,3811,2011,907,907,907,907,907,907,907,2345,1685,891,18.75,53.15,0
2070,3520,2157,2911,2.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,20.1,39.8,0
2070,3520,2055,2911,52.0,401,401,1438,1200,1864,1425,2065,1676,1673,870,1685,962,35.45,1958.95,0
2070,3520,2157,2911,21.0,3811,2011,1438,1200,1441,1880,1240,1629,1673,997,1685,927,71.05,1524.85,0
2142,3520,2055,1301,68.0,3811,1800,907,907,907,907,907,907,907,997,2527,891,24.0,1664.3,0
2142,3520,2055,1301,12.0,3811,2011,1438,2105,1864,1880,2065,1676,1632,870,1685,927,53.65,696.35,1
2142,3520,2157,2911,26.0,3811,1800,1867,2105,1864,1880,1240,1676,1673,2345,2527,1432,80.5,2088.8,1
2070,3520,2055,1301,66.0,3811,2011,1438,2105,1864,1880,1240,1676,1673,870,2527,927,49.4,3251.85,0
2070,692,2157,2911,27.0,3811,1800,1867,2105,1441,1425,2065,1676,1673,2345,2527,891,86.45,2401.05,0
2070,3520,2157,1301,65.0,401,401,1438,2105,1441,1880,1240,1629,1673,997,1685,962,45.25,2933.95,0
2070,3520,2157,2911,7.0,3811,1800,1438,1200,1864,1880,2065,1676,1673,2345,2527,1432,53.65,404.35,0
2142,3520,2157,2911,5.0,401,401,1438,1200,1441,1425,1240,1676,1673,2345,2527,962,43.25,219,1
2070,3520,2055,1301,26.0,3811,2011,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,90.8,2361.8,1
2142,3520,2157,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,69.6,69.6,1
2070,3520,2055,2911,55.0,3811,2011,1438,1200,1441,1880,1240,1676,1673,997,1685,962,56.8,3112.05,0
2142,3520,2055,2911,4.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,1432,70.5,294.2,0
2142,3520,2055,2911,15.0,3811,1800,1867,2105,1864,1425,1240,1629,1632,2345,2527,1432,103.45,1539.8,0
2142,3520,2055,2911,71.0,3811,2011,1438,1200,1864,1880,1240,1676,1673,997,1685,891,54.5,3778.2,0
2070,3520,2157,2911,4.0,401,401,1438,1200,1864,1425,1240,1676,1632,2345,1685,962,48.25,202.25,0
2142,692,2157,2911,1.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,75.75,75.75,1
2142,3520,2157,1301,1.0,3811,1800,1438,2105,1864,1880,2065,1676,1673,2345,2527,1432,50.05,50.05,0
2070,3520,2157,2911,2.0,3811,2011,1867,2105,1864,1880,2065,1676,1632,2345,1685,1432,80.55,184.1,1
2070,3520,2055,2911,45.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,870,1685,962,64.622374368519,5032.25,0
2142,692,2157,2911,4.0,3811,2011,1867,1200,1864,1880,2065,1676,1673,2345,1685,1432,64.622374368519,273.4,0
2142,3520,2157,2911,7.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,18.95,130.55,0
2070,3520,2055,2911,28.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,20.5,563.05,0
2142,3520,2157,1301,1.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,93.3,93.3,1
2142,3520,2055,2911,61.0,3811,2011,1438,1200,1441,1880,1240,1629,1632,997,2527,962,64.622374368519,4747.65,0
2142,692,2055,2911,7.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,74.85,485.25,0
2142,692,2157,2911,18.0,3811,1800,1867,2105,1441,1880,2065,1676,1673,2345,2527,927,80.55,1411.65,0
2070,3520,2055,2911,22.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,69.25,1554,1
2070,3520,2157,2911,2.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,2527,962,45.25,74.2,0
2070,3520,2055,1301,23.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,2527,927,91.1,2198.3,0
2070,3520,2055,1301,61.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,1685,962,64.622374368519,5526.75,0
2070,3520,2055,2911,26.0,401,401,1438,1200,1441,1425,2065,1629,1673,870,1685,891,47.85,1190.5,0
2142,3520,2157,2911,37.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,870,2527,891,90.6,3358.65,0
2142,3520,2055,1301,15.0,3811,2011,907,907,907,907,907,907,907,2345,2527,1432,20.0,288.05,1
2142,3520,2157,2911,38.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,927,69.5,2625.25,0
2142,692,2055,2911,72.0,3811,1800,1867,2105,1441,1425,1240,1629,1632,997,2527,891,109.75,7932.5,0
2142,692,2157,2911,3.0,401,401,1438,2105,1864,1425,2065,1676,1632,2345,2527,1432,64.622374368519,132.2,1
2070,3520,2157,2911,72.0,3811,2011,1438,1200,1441,1425,1240,1676,1632,997,2527,927,73.0,5265.2,0
2070,3520,2055,1301,69.0,3811,2011,907,907,907,907,907,907,907,997,1685,891,64.622374368519,1375.4,0
2070,692,2157,2911,64.0,3811,2011,1438,1200,1441,1880,1240,1629,1673,997,2527,927,70.2,4481,1
2142,692,2055,2911,49.0,3811,1800,1867,2105,1441,1880,2065,1676,1632,2345,1685,927,64.622374368519,4547.25,1
2142,692,2055,2911,45.0,3811,1800,1438,1200,1864,1425,1240,1676,1632,997,1685,927,75.15,3480.35,0
2070,692,2157,2911,15.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,962,64.622374368519,1145.7,1
2070,3520,2055,1301,11.0,3811,2011,907,907,907,907,907,907,907,870,2527,962,20.0,196.35,0
2142,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,20.45,20.45,0
2142,3520,2055,1301,9.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,19.6,197.4,0
2142,3520,2157,2911,59.0,401,401,1438,2105,1864,1880,1240,1629,1632,2345,2527,1432,51.7,3005.8,0
2142,3520,2157,2911,37.0,3811,2011,907,907,907,907,907,907,907,870,1685,927,20.15,785.75,0
2070,3520,2157,1301,15.0,3811,2011,1867,2105,1441,1880,2065,1676,1632,2345,2527,891,85.9,1269.55,1
2070,3520,2055,1301,68.0,3811,1800,1438,1200,1441,1425,2065,1629,1673,870,2527,927,73.0,5163,0
2142,3520,2157,2911,63.0,3811,1800,1867,2105,1441,1880,2065,1676,1632,870,1685,927,90.45,5825.5,0
2070,692,2055,2911,55.0,3811,1800,1867,2105,1441,1425,1240,1676,1673,2345,1685,1432,90.45,5044.8,0
2070,3520,2157,2911,11.0,3811,2011,1867,1200,1864,1880,2065,1676,1673,2345,1685,1432,76.4,838.7,0
2142,692,2055,1301,47.0,3811,2011,1867,2105,1441,1880,2065,1629,1673,870,2527,891,64.622374368519,4018.05,0
2142,3520,2157,2911,1.0,3811,2011,1438,2105,1864,1880,1240,1676,1673,2345,2527,1432,64.622374368519,49.3,0
2142,3520,2157,2911,44.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,927,64.622374368519,2958.95,0
2070,3520,2157,1301,1.0,3811,2011,1438,1200,1441,1880,1240,1676,1673,2345,2527,1432,60.0,60,1
2142,3520,2055,2911,70.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,997,1685,927,114.3,8244.3,0
2070,3520,2157,2911,35.0,401,401,1438,2105,1864,1880,2065,1676,1673,2345,1685,1432,24.15,812.5,0
2142,3520,2055,2911,13.0,3811,1800,1438,1200,1864,1880,2065,1676,1632,2345,2527,1432,65.85,902.25,0
2070,3520,2157,2911,4.0,3811,2011,907,907,907,907,907,907,907,2345,1685,891,20.95,85.5,1
2142,3520,2055,1301,63.0,3811,1800,907,907,907,907,907,907,907,997,1685,962,25.25,1573.05,0
2142,3520,2157,2911,34.0,3811,2011,1438,1200,1864,1425,2065,1676,1673,870,1685,962,64.622374368519,1889.5,0
2070,3520,2157,2911,6.0,3811,2011,1438,2105,1864,1880,2065,1676,1632,2345,2527,1432,55.0,340.4,0
2142,3520,2157,2911,7.0,3811,2011,1438,1200,1864,1880,2065,1676,1673,2345,2527,962,51.0,354.05,1
2142,3520,2055,1301,70.0,3811,1800,1438,2105,1441,1425,1240,1629,1632,997,2527,927,85.95,5931.75,0
2070,3520,2055,2911,46.0,3811,1800,907,907,907,907,907,907,907,870,2527,891,64.622374368519,1066.15,0
2142,3520,2157,2911,18.0,401,401,1438,2105,1441,1425,2065,1676,1673,2345,2527,927,33.5,600,1
2142,3520,2055,2911,5.0,3811,1800,1867,2105,1441,1880,1240,1676,1673,2345,2527,1432,64.622374368519,401.1,1
2070,3520,2157,2911,30.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,2345,2527,1432,100.2,2983.8,1
2070,3520,2055,2911,24.0,3811,1800,1438,1200,1441,1425,2065,1676,1673,2345,1685,962,66.3,1559.45,0
2070,3520,2157,1301,13.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,1685,927,88.95,1161.75,0
2142,3520,2157,2911,8.0,3811,1800,1438,2105,1864,1880,2065,1629,1673,2345,2527,1432,59.25,436.6,0
2142,3520,2157,2911,10.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,64.622374368519,176.3,0
2070,3520,2157,2911,2.0,3811,2011,907,907,907,907,907,907,907,2345,1685,1432,19.9,57.4,0
2142,3520,2157,2911,29.0,3811,2011,1438,2105,1864,1425,2065,1676,1673,2345,1685,891,48.95,1323.7,0
2142,3520,2157,2911,9.0,401,401,1438,2105,1864,1880,2065,1676,1673,2345,2527,962,24.6,190.1,0
2070,3520,2055,2911,10.0,3811,2011,1438,2105,1864,1425,2065,1629,1632,2345,2527,927,67.8,653.15,0
2142,692,2055,1301,51.0,3811,1800,1867,2105,1441,1425,2065,1676,1673,2345,2527,1432,84.2,4146.05,1
2070,692,2055,2911,60.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,2345,2527,1432,105.9,6401.25,0
2142,3520,2055,1301,51.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,19.4,997.75,0
2142,3520,2157,2911,51.0,3811,1800,1867,2105,1441,1425,1240,1676,1673,2345,2527,1432,64.622374368519,4473,0
